,Neighbourhood,Neighbourhood Latitude,Neighbourhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
1554,"CN Tower, King and Spadina, Railway Lands, Harbourfront West, Bathurst Quay, South Niagara, Island airport",43.6289467,-79.3944199,Gate 8,43.63153617968721,-79.39456989797382,Airport Gate
1555,"CN Tower, King and Spadina, Railway Lands, Harbourfront West, Bathurst Quay, South Niagara, Island airport",43.6289467,-79.3944199,Balzac’s Coffee Roasters,43.631392,-79.395952,Coffee Shop
1556,"CN Tower, King and Spadina, Railway Lands, Harbourfront West, Bathurst Quay, South Niagara, Island airport",43.6289467,-79.3944199,Market@416,43.631653,-79.39451,Bar
1557,"CN Tower, King and Spadina, Railway Lands, Harbourfront West, Bathurst Quay, South Niagara, Island airport",43.6289467,-79.3944199,Crew Room,43.63135993598351,-79.39610738952823,Airport Lounge
1558,"CN Tower, King and Spadina, Railway Lands, Harbourfront West, Bathurst Quay, South Niagara, Island airport",43.6289467,-79.3944199,Porter Airlines Flight,43.63173361240356,-79.39458203868975,Plane
1559,"CN Tower, King and Spadina, Railway Lands, Harbourfront West, Bathurst Quay, South Niagara, Island airport",43.6289467,-79.3944199,Want Passport,43.63148266310702,-79.39607739313684,Boutique
1560,"CN Tower, King and Spadina, Railway Lands, Harbourfront West, Bathurst Quay, South Niagara, Island airport",43.6289467,-79.3944199,Hertz,43.632,-79.396223,Rental Car Location
1561,"CN Tower, King and Spadina, Railway Lands, Harbourfront West, Bathurst Quay, South Niagara, Island airport",43.6289467,-79.3944199,Porter FBO Limited,43.630717162940016,-79.3986976146698,Airport Terminal
1562,"CN Tower, King and Spadina, Railway Lands, Harbourfront West, Bathurst Quay, South Niagara, Island airport",43.6289467,-79.3944199,HeliTours,43.63070559837703,-79.39876017431267,Airport Service
1563,"CN Tower, King and Spadina, Railway Lands, Harbourfront West, Bathurst Quay, South Niagara, Island airport",43.6289467,-79.3944199,ORNGE - Toronto Air Base,43.63166229946016,-79.39816647981402,Airport Service
1564,"CN Tower, King and Spadina, Railway Lands, Harbourfront West, Bathurst Quay, South Niagara, Island airport",43.6289467,-79.3944199,Edward Hanlan Statue,43.62772066806761,-79.38927421473466,Sculpture Garden
1565,"CN Tower, King and Spadina, Railway Lands, Harbourfront West, Bathurst Quay, South Niagara, Island airport",43.6289467,-79.3944199,Hanlan's Point Ferry,43.62781263197712,-79.38910853273904,Boat or Ferry
1566,Stn A PO Boxes,43.6464352,-79.374846,The Keg Steakhouse + Bar - Esplanade,43.64671207408793,-79.37476761639118,Restaurant
1567,Stn A PO Boxes,43.6464352,-79.374846,Fresh On Front,43.64781466405137,-79.3744527618627,Vegetarian / Vegan Restaurant
1568,Stn A PO Boxes,43.6464352,-79.374846,Hockey Hall Of Fame (Hockey Hall of Fame),43.646974451431056,-79.37732323942681,Museum
1569,Stn A PO Boxes,43.6464352,-79.374846,Berczy Park,43.64804835388851,-79.3751722909452,Park
1570,Stn A PO Boxes,43.6464352,-79.374846,D.W. Alexander,43.64833304339161,-79.3738261420116,Cocktail Bar
1571,Stn A PO Boxes,43.6464352,-79.374846,Dog Fountain,43.64799795147863,-79.37536096948996,Fountain
1572,Stn A PO Boxes,43.6464352,-79.374846,Hogtown Smoke,43.64928693557788,-79.37468932637938,Food Truck
1573,Stn A PO Boxes,43.6464352,-79.374846,Sukhothai,43.64848710249909,-79.37454735245633,Thai Restaurant
1574,Stn A PO Boxes,43.6464352,-79.374846,Garrison Bespoke,43.648102,-79.376334,Tailor Shop
1575,Stn A PO Boxes,43.6464352,-79.374846,The Reservoir Lounge,43.64851659851552,-79.37455623391588,Jazz Club
1576,Stn A PO Boxes,43.6464352,-79.374846,Meridian Hall,43.646292124205594,-79.37602179505662,Concert Hall
1577,Stn A PO Boxes,43.6464352,-79.374846,Biff's Bistro,43.647084825125084,-79.37634231908494,French Restaurant
1578,Stn A PO Boxes,43.6464352,-79.374846,Pravda Vodka Bar,43.64851553067474,-79.37473231149953,Cocktail Bar
1579,Stn A PO Boxes,43.6464352,-79.374846,St. Lawrence Market (South Building),43.64874320223593,-79.37159697627527,Farmers Market
1580,Stn A PO Boxes,43.6464352,-79.374846,St. Lawrence Market (North Building),43.64879290161719,-79.37194535820687,Farmers Market
1581,Stn A PO Boxes,43.6464352,-79.374846,Buster's Sea Cove,43.6484950904393,-79.37146231793892,Seafood Restaurant
1582,Stn A PO Boxes,43.6464352,-79.374846,Loaded Pierogi,43.647965,-79.373427,Comfort Food Restaurant
1583,Stn A PO Boxes,43.6464352,-79.374846,C'est What,43.64842583928427,-79.37343925237656,Beer Bar
1584,Stn A PO Boxes,43.6464352,-79.374846,The Omni King Edward Hotel,43.64919051601911,-79.37600612640387,Hotel
1585,Stn A PO Boxes,43.6464352,-79.374846,Mos Mos Coffee,43.64815919753501,-79.37874450467258,Café
1586,Stn A PO Boxes,43.6464352,-79.374846,Eggspectation,43.646526,-79.375134,Breakfast Spot
1587,Stn A PO Boxes,43.6464352,-79.374846,Everyday Gourmet (Teas & Coffees),43.64875714757637,-79.37164539765817,Coffee Shop
1588,Stn A PO Boxes,43.6464352,-79.374846,St. Lawrence Market Plaza,43.64916860422451,-79.37232987433548,Art Gallery
1589,Stn A PO Boxes,43.6464352,-79.374846,Goose Island Brewhouse,43.64732926809359,-79.37354117631912,Beer Bar
1590,Stn A PO Boxes,43.6464352,-79.374846,Beerbistro,43.64941904378835,-79.37723726034164,Gastropub
1591,Stn A PO Boxes,43.6464352,-79.374846,Stonemill Bread,43.648668221542096,-79.37160962302049,Bakery
1592,Stn A PO Boxes,43.6464352,-79.374846,Crepe TO,43.650063279511016,-79.37458664523871,Creperie
1593,Stn A PO Boxes,43.6464352,-79.374846,Market Street Catch,43.64850142396483,-79.3718080237409,Seafood Restaurant
1594,Stn A PO Boxes,43.6464352,-79.374846,Rexall,43.648182,-79.37387,Pharmacy
1595,Stn A PO Boxes,43.6464352,-79.374846,Balzac's Coffee,43.64845650131932,-79.37178993724407,Café
1596,Stn A PO Boxes,43.6464352,-79.374846,Seafront Fish Market,43.6484785341064,-79.37148942972523,Fish Market
1597,Stn A PO Boxes,43.6464352,-79.374846,Walrus Pub & Beer Hall,43.64737470920577,-79.37951515363918,Pub
1598,Stn A PO Boxes,43.6464352,-79.374846,The Works Gourmet Burger Bistro,43.648742,-79.374142,Restaurant
1599,Stn A PO Boxes,43.6464352,-79.374846,Crepe It Up!,43.64873614340388,-79.37162306748482,Creperie
1600,Stn A PO Boxes,43.6464352,-79.374846,FARMR Eatery & Catering,43.648419863375096,-79.37027379521088,Bistro
1601,Stn A PO Boxes,43.6464352,-79.374846,Aveda Institute Toronto,43.65009640955562,-79.37362952211767,Cosmetics Shop
1602,Stn A PO Boxes,43.6464352,-79.374846,Carousel Bakery,43.6487072781773,-79.37158005127563,Bakery
1603,Stn A PO Boxes,43.6464352,-79.374846,Olympic Cheese,43.64870154739154,-79.37154069441475,Cheese Shop
1604,Stn A PO Boxes,43.6464352,-79.374846,Ki Modern Japanese + Bar,43.647223,-79.3793738,Japanese Restaurant
1605,Stn A PO Boxes,43.6464352,-79.374846,Victoria's Restaurant,43.64929834396347,-79.37643067251867,Restaurant
1606,Stn A PO Boxes,43.6464352,-79.374846,Scheffler's Deli,43.648643353516086,-79.37153681663685,Cheese Shop
1607,Stn A PO Boxes,43.6464352,-79.374846,Equinox Bay Street,43.64809974034856,-79.37998869411526,Gym
1608,Stn A PO Boxes,43.6464352,-79.374846,Café Plenty,43.6491179354577,-79.37831288380438,Café
1609,Stn A PO Boxes,43.6464352,-79.374846,LCBO,43.64294379917171,-79.37243989044406,Liquor Store
1610,Stn A PO Boxes,43.6464352,-79.374846,Scotiabank Arena,43.64344617535107,-79.37903988889991,Basketball Stadium
1611,Stn A PO Boxes,43.6464352,-79.374846,Woods Restaurant & Bar,43.6493568159853,-79.37500248445933,Molecular Gastronomy Restaurant
1612,Stn A PO Boxes,43.6464352,-79.374846,St. Urbain Bagel,43.64861083503254,-79.37149723554923,Bagel Shop
1613,Stn A PO Boxes,43.6464352,-79.374846,Scotland Yard Pub,43.64705292210499,-79.37405970553979,Pub
1614,Stn A PO Boxes,43.6464352,-79.374846,Chotto Matte,43.646473,-79.378782,Japanese Restaurant
1615,Stn A PO Boxes,43.6464352,-79.374846,St James Anglican Cathedral,43.650109744784004,-79.37429172248066,Church
1616,Stn A PO Boxes,43.6464352,-79.374846,Pilot Coffee Roasters,43.64501814464698,-79.3804150931199,Coffee Shop
1617,Stn A PO Boxes,43.6464352,-79.374846,Starbucks,43.647261,-79.378599,Coffee Shop
1618,Stn A PO Boxes,43.6464352,-79.374846,Imagine Cinemas Market Square,43.64964574271603,-79.37244562498488,Movie Theater
1619,Stn A PO Boxes,43.6464352,-79.374846,Cosmopolitan Toronto Centre Hotel & Spa,43.64906432957466,-79.37759759701125,Hotel
1620,Stn A PO Boxes,43.6464352,-79.374846,Olly Fresco's,43.646912231909276,-79.37959661696463,Deli / Bodega
1621,Stn A PO Boxes,43.6464352,-79.374846,Carisma,43.64961671774303,-79.3754337751762,Italian Restaurant
1622,Stn A PO Boxes,43.6464352,-79.374846,CC Lounge,43.64791735425827,-79.37451991085871,Cocktail Bar
1623,Stn A PO Boxes,43.6464352,-79.374846,Spirit of Hockey,43.64704692224217,-79.37753727586353,Sporting Goods Shop
1624,Stn A PO Boxes,43.6464352,-79.374846,Starbucks,43.648738309887705,-79.37251925468443,Coffee Shop
1625,Stn A PO Boxes,43.6464352,-79.374846,Bikram Yoga Centre,43.64921400338286,-79.37522894013361,Yoga Studio
1626,Stn A PO Boxes,43.6464352,-79.374846,Air Canada Club,43.643224100030416,-79.37915938219528,Lounge
1627,Stn A PO Boxes,43.6464352,-79.374846,Petit Four Bakery,43.647743692587085,-79.37958814250598,Sandwich Place
1628,Stn A PO Boxes,43.6464352,-79.374846,Irish Embassy,43.647918499361516,-79.37727345157903,Irish Pub
1629,Stn A PO Boxes,43.6464352,-79.374846,Anton Kozlik's mustard,43.64875242328643,-79.37148453951065,Gourmet Shop
1630,Stn A PO Boxes,43.6464352,-79.374846,The Optic Zone,43.649729898318576,-79.37170156814574,Optical Shop
1631,Stn A PO Boxes,43.6464352,-79.374846,Shoppers Drug Mart,43.647141,-79.370898,Pharmacy
1632,Stn A PO Boxes,43.6464352,-79.374846,Winners,43.6477479,-79.3745508,Department Store
1633,Stn A PO Boxes,43.6464352,-79.374846,Dineen @CommerceCourt,43.648250543365556,-79.38012728220869,Coffee Shop
1634,Stn A PO Boxes,43.6464352,-79.374846,Tom Jones Steak House,43.64930546026509,-79.37535693462821,Seafood Restaurant
1635,Stn A PO Boxes,43.6464352,-79.374846,Design Exchange,43.64797219581623,-79.38010382588462,Art Gallery
1636,Stn A PO Boxes,43.6464352,-79.374846,NAMI,43.650853361785124,-79.37588746641697,Japanese Restaurant
1637,Stn A PO Boxes,43.6464352,-79.374846,GoodLife Fitness Toronto Street Women's Only,43.6504,-79.3767,Gym
1638,Stn A PO Boxes,43.6464352,-79.374846,Craft Beer Market,43.64989,-79.378005,Beer Bar
1639,Stn A PO Boxes,43.6464352,-79.374846,Over Easy,43.64807704204346,-79.37759871575396,Breakfast Spot
1640,Stn A PO Boxes,43.6464352,-79.374846,St. Lawrence Antique Market,43.649614648758735,-79.37174739343294,Antique Shop
1641,Stn A PO Boxes,43.6464352,-79.374846,Paddington's Pump,43.649035,-79.371899,Diner
1642,Stn A PO Boxes,43.6464352,-79.374846,Buster's Sea Cove,43.64777410584289,-79.37918080262172,Seafood Restaurant
1643,Stn A PO Boxes,43.6464352,-79.374846,The Poké Box,43.65046931503178,-79.37631703952829,Poke Place
1644,Stn A PO Boxes,43.6464352,-79.374846,Eve's Temptations,43.648649,-79.371617,Bakery
1645,Stn A PO Boxes,43.6464352,-79.374846,St. James Park,43.6504248002309,-79.3723109702051,Park
1646,Stn A PO Boxes,43.6464352,-79.374846,Sam James Coffee Bar (SJCB),43.65031871629752,-79.37621650642859,Coffee Shop
1647,Stn A PO Boxes,43.6464352,-79.374846,European Delight,43.64870976781708,-79.37154525652817,Eastern European Restaurant
1648,Stn A PO Boxes,43.6464352,-79.374846,Evolution Food Co,43.64846817292615,-79.37171498148525,Juice Bar
1649,Stn A PO Boxes,43.6464352,-79.374846,Tim Hortons,43.646255967524645,-79.37957346439356,Coffee Shop
1650,Stn A PO Boxes,43.6464352,-79.374846,iQ Food Co,43.64748168603231,-79.37910417362639,Fast Food Restaurant
1651,Stn A PO Boxes,43.6464352,-79.374846,The Corner Place,43.64957380922698,-79.37139313793533,Lounge
1652,Stn A PO Boxes,43.6464352,-79.374846,Mirto,43.650702,-79.376307,Italian Restaurant
1653,Stn A PO Boxes,43.6464352,-79.374846,Brookfield Place,43.646790641203026,-79.37876938530562,Shopping Mall
1654,Stn A PO Boxes,43.6464352,-79.374846,Metropolitan Resto Bar,43.65006166044848,-79.3771814107564,Italian Restaurant
1655,Stn A PO Boxes,43.6464352,-79.374846,Starbucks,43.64621307149554,-79.37908847368506,Coffee Shop
1656,Stn A PO Boxes,43.6464352,-79.374846,Indigospirit,43.64834987590252,-79.38034747310336,Bookstore
1657,Stn A PO Boxes,43.6464352,-79.374846,Starbucks,43.650159,-79.377793,Coffee Shop
1658,Stn A PO Boxes,43.6464352,-79.374846,HI-Toronto Hostel,43.650623213878255,-79.37519039641123,Hostel
1659,Stn A PO Boxes,43.6464352,-79.374846,Joe Fresh,43.644285,-79.369771,Clothing Store
1660,Stn A PO Boxes,43.6464352,-79.374846,Loblaws,43.645427,-79.369789,Grocery Store
1661,Stn A PO Boxes,43.6464352,-79.374846,Starbucks,43.647192603955325,-79.38095685671752,Coffee Shop
1662,Stn A PO Boxes,43.6464352,-79.374846,Oyshi Sushi,43.64234005516476,-79.37585304260914,Sushi Restaurant
1663,Stn A PO Boxes,43.6464352,-79.374846,Soup Nutsy,43.647857591711336,-79.38053285911379,Soup Place
1664,Stn A PO Boxes,43.6464352,-79.374846,Starbucks,43.646799,-79.38069,Coffee Shop
1665,"First Canadian Place, Underground city",43.6484292,-79.3822802,Canoe,43.647452066183476,-79.38132001815676,Restaurant
1666,"First Canadian Place, Underground city",43.6484292,-79.3822802,Pilot Coffee Roasters,43.648835391245896,-79.3809358125033,Coffee Shop
1667,"First Canadian Place, Underground city",43.6484292,-79.3822802,The Keg Steakhouse + Bar - York Street,43.64998659318569,-79.38410336664538,Restaurant
1668,"First Canadian Place, Underground city",43.6484292,-79.3822802,Equinox Bay Street,43.64809974034856,-79.37998869411526,Gym
1669,"First Canadian Place, Underground city",43.6484292,-79.3822802,Adelaide Club Toronto,43.64927944291712,-79.38192123284551,Gym / Fitness Center
1670,"First Canadian Place, Underground city",43.6484292,-79.3822802,Brick Street Bakery,43.6488151631615,-79.38060468610949,Bakery
1671,"First Canadian Place, Underground city",43.6484292,-79.3822802,Sam James Coffee Bar (SJCB),43.64788137014028,-79.38433152836829,Café
1672,"First Canadian Place, Underground city",43.6484292,-79.3822802,Maman,43.64830873804684,-79.38225333898805,Café
1673,"First Canadian Place, Underground city",43.6484292,-79.3822802,Hy's Steakhouse,43.649504756476944,-79.38291850488223,Steakhouse
1674,"First Canadian Place, Underground city",43.6484292,-79.3822802,John & Sons Oyster House,43.65065642537144,-79.38161285228475,Seafood Restaurant
1675,"First Canadian Place, Underground city",43.6484292,-79.3822802,Cactus Club Cafe,43.6495520142626,-79.38167072512041,American Restaurant
1676,"First Canadian Place, Underground city",43.6484292,-79.3822802,Walrus Pub & Beer Hall,43.64737470920577,-79.37951515363918,Pub
1677,"First Canadian Place, Underground city",43.6484292,-79.3822802,Mos Mos Coffee,43.64815919753501,-79.37874450467258,Café
1678,"First Canadian Place, Underground city",43.6484292,-79.3822802,Dineen @CommerceCourt,43.648250543365556,-79.38012728220869,Coffee Shop
1679,"First Canadian Place, Underground city",43.6484292,-79.3822802,Pizzeria Libretto,43.64833354686235,-79.38511050184168,Pizza Place
1680,"First Canadian Place, Underground city",43.6484292,-79.3822802,Cafe Landwer,43.64875349932059,-79.3853673607289,Café
1681,"First Canadian Place, Underground city",43.6484292,-79.3822802,Soho House Toronto,43.64873430659662,-79.38654117564838,Speakeasy
1682,"First Canadian Place, Underground city",43.6484292,-79.3822802,Kupfert & Kim (First Canadian Place),43.64854659465186,-79.38162406470161,Gluten-free Restaurant
1683,"First Canadian Place, Underground city",43.6484292,-79.3822802,Design Exchange,43.64797219581623,-79.38010382588462,Art Gallery
1684,"First Canadian Place, Underground city",43.6484292,-79.3822802,Rosalinda,43.650252483069295,-79.38515575620075,Vegetarian / Vegan Restaurant
1685,"First Canadian Place, Underground city",43.6484292,-79.3822802,John & Sons Oyster House,43.65060229830571,-79.38155510682869,Seafood Restaurant
1686,"First Canadian Place, Underground city",43.6484292,-79.3822802,Bymark,43.647217284018005,-79.38125188166379,Restaurant
1687,"First Canadian Place, Underground city",43.6484292,-79.3822802,Starbucks,43.646731,-79.383951,Coffee Shop
1688,"First Canadian Place, Underground city",43.6484292,-79.3822802,The National Club,43.64934259283233,-79.3805735731846,Wine Bar
1689,"First Canadian Place, Underground city",43.6484292,-79.3822802,DAVIDsTEA,43.650546552943766,-79.38338493349875,Tea Room
1690,"First Canadian Place, Underground city",43.6484292,-79.3822802,King Taps,43.648475974183,-79.38205778358744,Gastropub
1691,"First Canadian Place, Underground city",43.6484292,-79.3822802,Ki Modern Japanese + Bar,43.647223,-79.3793738,Japanese Restaurant
1692,"First Canadian Place, Underground city",43.6484292,-79.3822802,Shangri-La Toronto,43.64912919417502,-79.3865566853963,Hotel
1693,"First Canadian Place, Underground city",43.6484292,-79.3822802,Petit Four Bakery,43.647743692587085,-79.37958814250598,Sandwich Place
1694,"First Canadian Place, Underground city",43.6484292,-79.3822802,The Fairmont Royal York,43.64544914616651,-79.3815076529019,Hotel
1695,"First Canadian Place, Underground city",43.6484292,-79.3822802,Bulldog On The Block,43.65065218852629,-79.38414092873634,Coffee Shop
1696,"First Canadian Place, Underground city",43.6484292,-79.3822802,Bosk at Shangri-La,43.649022736761516,-79.38582635521233,Asian Restaurant
1697,"First Canadian Place, Underground city",43.6484292,-79.3822802,Four Seasons Centre for the Performing Arts,43.650592,-79.385806,Concert Hall
1698,"First Canadian Place, Underground city",43.6484292,-79.3822802,Pumpernickel's Deli,43.64883150054619,-79.38197006345457,Deli / Bodega
1699,"First Canadian Place, Underground city",43.6484292,-79.3822802,The Chase,43.650951982093595,-79.37942201983014,New American Restaurant
1700,"First Canadian Place, Underground city",43.6484292,-79.3822802,Café Plenty,43.6491179354577,-79.37831288380438,Café
1701,"First Canadian Place, Underground city",43.6484292,-79.3822802,Roy Thomson Hall,43.6465886970634,-79.38597899374354,Concert Hall
1702,"First Canadian Place, Underground city",43.6484292,-79.3822802,Dineen Coffee,43.650497,-79.378765,Café
1703,"First Canadian Place, Underground city",43.6484292,-79.3822802,M Square Coffee Co,43.65121797253777,-79.38355459932247,Coffee Shop
1704,"First Canadian Place, Underground city",43.6484292,-79.3822802,Toronto Athletic Club,43.647359553534905,-79.3811766566002,Gym
1705,"First Canadian Place, Underground city",43.6484292,-79.3822802,Richmond Station,43.65156872562108,-79.37926594000328,American Restaurant
1706,"First Canadian Place, Underground city",43.6484292,-79.3822802,Estiatorio Volos,43.65032912559998,-79.38453301297716,Greek Restaurant
1707,"First Canadian Place, Underground city",43.6484292,-79.3822802,iQ Food Co. (First Canadian Place),43.64835708519922,-79.38219241858727,Salad Place
1708,"First Canadian Place, Underground city",43.6484292,-79.3822802,Olly Fresco's,43.646912231909276,-79.37959661696463,Deli / Bodega
1709,"First Canadian Place, Underground city",43.6484292,-79.3822802,Nathan Phillips Square,43.65227047322295,-79.38351631164551,Plaza
1710,"First Canadian Place, Underground city",43.6484292,-79.3822802,Bardi's Steak House,43.64622,-79.383074,Restaurant
1711,"First Canadian Place, Underground city",43.6484292,-79.3822802,WVRST,43.64496809087762,-79.38137631843854,Beer Bar
1712,"First Canadian Place, Underground city",43.6484292,-79.3822802,Beerbistro,43.64941904378835,-79.37723726034164,Gastropub
1713,"First Canadian Place, Underground city",43.6484292,-79.3822802,Indigospirit,43.64834987590252,-79.38034747310336,Bookstore
1714,"First Canadian Place, Underground city",43.6484292,-79.3822802,The Adelaide Hotel Toronto,43.6498312,-79.3801639,Hotel
1715,"First Canadian Place, Underground city",43.6484292,-79.3822802,Hockey Hall Of Fame (Hockey Hall of Fame),43.646974451431056,-79.37732323942681,Museum
1716,"First Canadian Place, Underground city",43.6484292,-79.3822802,Ruth's Chris Steak House,43.6499174,-79.3857238,Steakhouse
1717,"First Canadian Place, Underground city",43.6484292,-79.3822802,Pilot Coffee Roasters,43.64501814464698,-79.3804150931199,Coffee Shop
1718,"First Canadian Place, Underground city",43.6484292,-79.3822802,Tim Hortons,43.6468622,-79.3825442,Coffee Shop
1719,"First Canadian Place, Underground city",43.6484292,-79.3822802,The Gabardine,43.65098801064232,-79.38122513218154,American Restaurant
1720,"First Canadian Place, Underground city",43.6484292,-79.3822802,Royal Alexandra Theatre,43.647255,-79.38753,Theater
1721,"First Canadian Place, Underground city",43.6484292,-79.3822802,Noodle King,43.65170632794881,-79.38304628912547,Asian Restaurant
1722,"First Canadian Place, Underground city",43.6484292,-79.3822802,Union Pearson Express,43.64436200658875,-79.38319927907953,Train Station
1723,"First Canadian Place, Underground city",43.6484292,-79.3822802,Piper's Gastropub,43.645468111144694,-79.38177905581458,Cocktail Bar
1724,"First Canadian Place, Underground city",43.6484292,-79.3822802,Hilton,43.6499459,-79.385479,Hotel
1725,"First Canadian Place, Underground city",43.6484292,-79.3822802,Tachi,43.65059603893127,-79.38339613055128,Sushi Restaurant
1726,"First Canadian Place, Underground city",43.6484292,-79.3822802,Ninki Izakaya,43.65022782352305,-79.38486260004564,Japanese Restaurant
1727,"First Canadian Place, Underground city",43.6484292,-79.3822802,GoodLife Fitness Toronto 137 Yonge Street,43.651242,-79.378068,Gym
1728,"First Canadian Place, Underground city",43.6484292,-79.3822802,Lobby Lounge at the Shangri-La Toronto,43.64915499986854,-79.38654574367817,Lounge
1729,"First Canadian Place, Underground city",43.6484292,-79.3822802,Five Guys,43.6487987190222,-79.3816807899204,Burger Joint
1730,"First Canadian Place, Underground city",43.6484292,-79.3822802,Byblos Toronto,43.647615054171766,-79.3883810317138,Mediterranean Restaurant
1731,"First Canadian Place, Underground city",43.6484292,-79.3822802,The Cambridge Club,43.65166287812755,-79.38307469732278,Gym
1732,"First Canadian Place, Underground city",43.6484292,-79.3822802,Michael's on Simcoe,43.64826881661747,-79.38632821234134,Steakhouse
1733,"First Canadian Place, Underground city",43.6484292,-79.3822802,John Allans,43.651446635211904,-79.38135389611388,Salon / Barbershop
1734,"First Canadian Place, Underground city",43.6484292,-79.3822802,Sweet Lulu,43.65055650489936,-79.38117543224395,Asian Restaurant
1735,"First Canadian Place, Underground city",43.6484292,-79.3822802,Toronto PATH System,43.64990340698978,-79.3830527039004,General Travel
1736,"First Canadian Place, Underground city",43.6484292,-79.3822802,JaBistro,43.64968685893743,-79.38809001547467,Sushi Restaurant
1737,"First Canadian Place, Underground city",43.6484292,-79.3822802,Fune Japanese Restaurant,43.64851365544565,-79.38645657820041,Japanese Restaurant
1738,"First Canadian Place, Underground city",43.6484292,-79.3822802,The Burger's Priest,43.64864328298093,-79.38753876719665,Fast Food Restaurant
1739,"First Canadian Place, Underground city",43.6484292,-79.3822802,Starbucks,43.647192603955325,-79.38095685671752,Coffee Shop
1740,"First Canadian Place, Underground city",43.6484292,-79.3822802,Canadian Opera Company,43.6506601893789,-79.38624169559013,Opera House
1741,"First Canadian Place, Underground city",43.6484292,-79.3822802,Buster's Sea Cove,43.64777410584289,-79.37918080262172,Seafood Restaurant
1742,"First Canadian Place, Underground city",43.6484292,-79.3822802,Old City Hall,43.652008800876125,-79.3817442232328,Monument / Landmark
1743,"First Canadian Place, Underground city",43.6484292,-79.3822802,Boxcar Social Temperance,43.65055725249405,-79.38195634640063,Bar
1744,"First Canadian Place, Underground city",43.6484292,-79.3822802,McEwan Foods,43.64716011126396,-79.38104402548048,Deli / Bodega
1745,"First Canadian Place, Underground city",43.6484292,-79.3822802,Tim Hortons,43.646104578197665,-79.38257150352001,Coffee Shop
1746,"First Canadian Place, Underground city",43.6484292,-79.3822802,Starbucks,43.647261,-79.378599,Coffee Shop
1747,"First Canadian Place, Underground city",43.6484292,-79.3822802,Assembly Chef's Hall,43.650578865093934,-79.3834119303614,Food Court
1748,"First Canadian Place, Underground city",43.6484292,-79.3822802,Freshii,43.649273084327184,-79.38374831204301,Salad Place
1749,"First Canadian Place, Underground city",43.6484292,-79.3822802,Mercatto,43.6502431921682,-79.38081989149896,Italian Restaurant
1750,"First Canadian Place, Underground city",43.6484292,-79.3822802,Pi Co.,43.648651,-79.385874,Pizza Place
1751,"First Canadian Place, Underground city",43.6484292,-79.3822802,Balzac's Coffee,43.644372584148364,-79.38306470027423,Coffee Shop
1752,"First Canadian Place, Underground city",43.6484292,-79.3822802,Craft Beer Market,43.64989,-79.378005,Beer Bar
1753,"First Canadian Place, Underground city",43.6484292,-79.3822802,Kellys Landing,43.645081624120245,-79.38304962483915,Restaurant
1754,"First Canadian Place, Underground city",43.6484292,-79.3822802,Thai Island,43.64914597811404,-79.38379835292523,Thai Restaurant
1755,"First Canadian Place, Underground city",43.6484292,-79.3822802,Chotto Matte,43.646473,-79.378782,Japanese Restaurant
1756,"First Canadian Place, Underground city",43.6484292,-79.3822802,The Danish Pastry House,43.64526188121351,-79.38084966956498,Bakery
1757,"First Canadian Place, Underground city",43.6484292,-79.3822802,Kojin,43.64939770725357,-79.38609106624851,Colombian Restaurant
1758,"First Canadian Place, Underground city",43.6484292,-79.3822802,Astarté Fresh Yogurt Bar,43.647595917807365,-79.38641938975012,Café
1759,"First Canadian Place, Underground city",43.6484292,-79.3822802,FLOCK Rotisserie + Greens,43.65098849486318,-79.38191708712704,Salad Place
1760,"First Canadian Place, Underground city",43.6484292,-79.3822802,Ruby Thai (First Canadian Place),43.64909140219368,-79.38159990145141,Thai Restaurant
1761,"First Canadian Place, Underground city",43.6484292,-79.3822802,Cosmopolitan Toronto Centre Hotel & Spa,43.64906432957466,-79.37759759701125,Hotel
1762,"First Canadian Place, Underground city",43.6484292,-79.3822802,Copacabana Grilled Brazilian,43.64833259480477,-79.3881514766071,Brazilian Restaurant
1763,"First Canadian Place, Underground city",43.6484292,-79.3822802,Leña,43.651722,-79.379205,Latin American Restaurant
1764,"First Canadian Place, Underground city",43.6484292,-79.3822802,Earls Kitchen & Bar,43.647945662980305,-79.3837058277153,Bar
1765,"Lawrence Manor, Lawrence Heights",43.718518,-79.4647633,Roots,43.71821373389962,-79.46389305304558,Boutique
1766,"Lawrence Manor, Lawrence Heights",43.718518,-79.4647633,Kitchen Stuff Plus (Clearance Outlet),43.71909636823933,-79.46267482419971,Furniture / Home Store
1767,"Lawrence Manor, Lawrence Heights",43.718518,-79.4647633,Lac Vien Vietnamese Restaurant,43.72125878799614,-79.46847226859448,Vietnamese Restaurant
1768,"Lawrence Manor, Lawrence Heights",43.718518,-79.4647633,Orfus Road Shopping Outlets,43.719045296434736,-79.46084915034818,Clothing Store
1769,"Lawrence Manor, Lawrence Heights",43.718518,-79.4647633,Tim Hortons,43.7194274,-79.4679949,Coffee Shop
1770,"Lawrence Manor, Lawrence Heights",43.718518,-79.4647633,Ardene Shoes Outlet,43.718892366644944,-79.46134358371631,Accessories Store
1771,"Lawrence Manor, Lawrence Heights",43.718518,-79.4647633,International Clothiers,43.717997,-79.46672,Clothing Store
1772,"Lawrence Manor, Lawrence Heights",43.718518,-79.4647633,Fairweather,43.71787829,-79.46724603,Women's Store
